,school_name,type,math_score,reading_score
17646,Cabrera High School,Charter,83,91
17647,Cabrera High School,Charter,74,79
17648,Cabrera High School,Charter,86,94
17649,Cabrera High School,Charter,93,69
17650,Cabrera High School,Charter,85,73
17651,Cabrera High School,Charter,81,77
17652,Cabrera High School,Charter,86,89
17653,Cabrera High School,Charter,96,72
17654,Cabrera High School,Charter,91,70
17655,Cabrera High School,Charter,71,93
17656,Cabrera High School,Charter,92,86
17657,Cabrera High School,Charter,68,77
17658,Cabrera High School,Charter,91,69
17659,Cabrera High School,Charter,83,77
17660,Cabrera High School,Charter,71,90
17661,Cabrera High School,Charter,76,80
17662,Cabrera High School,Charter,70,86
17663,Cabrera High School,Charter,76,88
17664,Cabrera High School,Charter,74,83
17665,Cabrera High School,Charter,86,88
17666,Cabrera High School,Charter,78,73
17667,Cabrera High School,Charter,69,89
17668,Cabrera High School,Charter,82,89
17669,Cabrera High School,Charter,96,74
17670,Cabrera High School,Charter,74,87
17671,Cabrera High School,Charter,99,69
17672,Cabrera High School,Charter,68,75
17673,Cabrera High School,Charter,93,75
17674,Cabrera High School,Charter,87,94
17675,Cabrera High School,Charter,94,71
17676,Cabrera High School,Charter,76,72
17677,Cabrera High School,Charter,98,79
17678,Cabrera High School,Charter,71,80
17679,Cabrera High School,Charter,94,83
17680,Cabrera High School,Charter,79,70
17681,Cabrera High School,Charter,95,80
17682,Cabrera High School,Charter,76,81
17683,Cabrera High School,Charter,79,98
17684,Cabrera High School,Charter,68,72
17685,Cabrera High School,Charter,85,98
17686,Cabrera High School,Charter,81,81
17687,Cabrera High School,Charter,79,92
17688,Cabrera High School,Charter,85,86
17689,Cabrera High School,Charter,68,83
17690,Cabrera High School,Charter,91,71
17691,Cabrera High School,Charter,99,97
17692,Cabrera High School,Charter,74,82
17693,Cabrera High School,Charter,91,91
17694,Cabrera High School,Charter,79,87
17695,Cabrera High School,Charter,99,94
17696,Cabrera High School,Charter,97,69
17697,Cabrera High School,Charter,79,91
17698,Cabrera High School,Charter,77,93
17699,Cabrera High School,Charter,77,96
17700,Cabrera High School,Charter,81,90
17701,Cabrera High School,Charter,69,77
17702,Cabrera High School,Charter,73,72
17703,Cabrera High School,Charter,86,84
17704,Cabrera High School,Charter,99,98
17705,Cabrera High School,Charter,91,79
17706,Cabrera High School,Charter,72,89
17707,Cabrera High School,Charter,99,79
17708,Cabrera High School,Charter,69,88
17709,Cabrera High School,Charter,76,84
17710,Cabrera High School,Charter,86,77
17711,Cabrera High School,Charter,70,99
17712,Cabrera High School,Charter,95,83
17713,Cabrera High School,Charter,73,82
17714,Cabrera High School,Charter,98,91
17715,Cabrera High School,Charter,93,83
17716,Cabrera High School,Charter,72,95
17717,Cabrera High School,Charter,96,82
17718,Cabrera High School,Charter,70,85
17719,Cabrera High School,Charter,74,90
17720,Cabrera High School,Charter,77,72
17721,Cabrera High School,Charter,95,80
17722,Cabrera High School,Charter,97,72
17723,Cabrera High School,Charter,81,93
17724,Cabrera High School,Charter,93,82
17725,Cabrera High School,Charter,79,96
17726,Cabrera High School,Charter,82,85
17727,Cabrera High School,Charter,71,72
17728,Cabrera High School,Charter,86,73
17729,Cabrera High School,Charter,79,95
17730,Cabrera High School,Charter,84,85
17731,Cabrera High School,Charter,68,90
17732,Cabrera High School,Charter,90,93
17733,Cabrera High School,Charter,68,98
17734,Cabrera High School,Charter,76,85
17735,Cabrera High School,Charter,79,72
17736,Cabrera High School,Charter,73,78
17737,Cabrera High School,Charter,88,97
17738,Cabrera High School,Charter,77,97
17739,Cabrera High School,Charter,82,85
17740,Cabrera High School,Charter,79,84
17741,Cabrera High School,Charter,68,87
17742,Cabrera High School,Charter,93,96
17743,Cabrera High School,Charter,74,89
17744,Cabrera High School,Charter,73,80
17745,Cabrera High School,Charter,80,79
17746,Cabrera High School,Charter,96,85
17747,Cabrera High School,Charter,82,88
17748,Cabrera High School,Charter,84,93
17749,Cabrera High School,Charter,68,69
17750,Cabrera High School,Charter,71,82
17751,Cabrera High School,Charter,96,80
17752,Cabrera High School,Charter,68,81
17753,Cabrera High School,Charter,99,99
17754,Cabrera High School,Charter,83,72
17755,Cabrera High School,Charter,84,90
17756,Cabrera High School,Charter,94,94
17757,Cabrera High School,Charter,93,96
17758,Cabrera High School,Charter,73,90
17759,Cabrera High School,Charter,86,98
17760,Cabrera High School,Charter,77,85
17761,Cabrera High School,Charter,91,85
17762,Cabrera High School,Charter,99,71
17763,Cabrera High School,Charter,86,79
17764,Cabrera High School,Charter,90,81
17765,Cabrera High School,Charter,74,82
17766,Cabrera High School,Charter,76,85
17767,Cabrera High School,Charter,88,74
17768,Cabrera High School,Charter,84,85
17769,Cabrera High School,Charter,99,97
17770,Cabrera High School,Charter,78,96
17771,Cabrera High School,Charter,83,69
17772,Cabrera High School,Charter,89,91
17773,Cabrera High School,Charter,76,77
17774,Cabrera High School,Charter,85,93
17775,Cabrera High School,Charter,72,71
17776,Cabrera High School,Charter,93,93
17777,Cabrera High School,Charter,73,94
17778,Cabrera High School,Charter,83,88
17779,Cabrera High School,Charter,73,69
17780,Cabrera High School,Charter,70,90
17781,Cabrera High School,Charter,92,83
17782,Cabrera High School,Charter,84,96
17783,Cabrera High School,Charter,81,97
17784,Cabrera High School,Charter,99,84
17785,Cabrera High School,Charter,85,71
17786,Cabrera High School,Charter,97,79
17787,Cabrera High School,Charter,86,85
17788,Cabrera High School,Charter,78,76
17789,Cabrera High School,Charter,98,82
17790,Cabrera High School,Charter,71,86
17791,Cabrera High School,Charter,70,76
17792,Cabrera High School,Charter,77,97
17793,Cabrera High School,Charter,84,85
17794,Cabrera High School,Charter,98,76
17795,Cabrera High School,Charter,95,85
17796,Cabrera High School,Charter,80,95
17797,Cabrera High School,Charter,83,74
17798,Cabrera High School,Charter,89,97
17799,Cabrera High School,Charter,76,84
17800,Cabrera High School,Charter,92,83
17801,Cabrera High School,Charter,86,92
17802,Cabrera High School,Charter,88,87
17803,Cabrera High School,Charter,86,77
17804,Cabrera High School,Charter,93,70
17805,Cabrera High School,Charter,80,81
17806,Cabrera High School,Charter,70,77
17807,Cabrera High School,Charter,77,94
17808,Cabrera High School,Charter,74,99
17809,Cabrera High School,Charter,84,81
17810,Cabrera High School,Charter,73,88
17811,Cabrera High School,Charter,71,71
17812,Cabrera High School,Charter,74,72
17813,Cabrera High School,Charter,75,83
17814,Cabrera High School,Charter,85,94
17815,Cabrera High School,Charter,88,81
17816,Cabrera High School,Charter,84,84
17817,Cabrera High School,Charter,85,95
17818,Cabrera High School,Charter,71,93
17819,Cabrera High School,Charter,81,86
17820,Cabrera High School,Charter,78,86
17821,Cabrera High School,Charter,87,75
17822,Cabrera High School,Charter,72,70
17823,Cabrera High School,Charter,73,93
17824,Cabrera High School,Charter,71,83
17825,Cabrera High School,Charter,77,84
17826,Cabrera High School,Charter,98,90
17827,Cabrera High School,Charter,91,86
17828,Cabrera High School,Charter,83,82
17829,Cabrera High School,Charter,78,93
17830,Cabrera High School,Charter,83,87
17831,Cabrera High School,Charter,90,73
17832,Cabrera High School,Charter,75,80
17833,Cabrera High School,Charter,83,70
17834,Cabrera High School,Charter,90,70
17835,Cabrera High School,Charter,85,78
17836,Cabrera High School,Charter,86,85
17837,Cabrera High School,Charter,96,77
17838,Cabrera High School,Charter,81,81
17839,Cabrera High School,Charter,70,94
17840,Cabrera High School,Charter,68,76
17841,Cabrera High School,Charter,82,88
17842,Cabrera High School,Charter,87,69
17843,Cabrera High School,Charter,82,73
17844,Cabrera High School,Charter,86,70
17845,Cabrera High School,Charter,84,94
17846,Cabrera High School,Charter,78,76
17847,Cabrera High School,Charter,83,70
17848,Cabrera High School,Charter,82,83
17849,Cabrera High School,Charter,70,75
17850,Cabrera High School,Charter,97,73
17851,Cabrera High School,Charter,93,98
17852,Cabrera High School,Charter,95,99
17853,Cabrera High School,Charter,76,85
17854,Cabrera High School,Charter,83,78
17855,Cabrera High School,Charter,87,84
17856,Cabrera High School,Charter,68,91
17857,Cabrera High School,Charter,97,76
17858,Cabrera High School,Charter,90,86
17859,Cabrera High School,Charter,74,90
17860,Cabrera High School,Charter,71,88
17861,Cabrera High School,Charter,81,88
17862,Cabrera High School,Charter,96,80
17863,Cabrera High School,Charter,89,96
17864,Cabrera High School,Charter,69,87
17865,Cabrera High School,Charter,82,98
17866,Cabrera High School,Charter,86,79
17867,Cabrera High School,Charter,98,89
17868,Cabrera High School,Charter,75,98
17869,Cabrera High School,Charter,73,81
17870,Cabrera High School,Charter,83,99
17871,Bailey High School,District,59,75
17872,Bailey High School,District,58,84
17873,Bailey High School,District,86,79
17874,Bailey High School,District,89,71
17875,Bailey High School,District,61,90
17876,Bailey High School,District,85,89
17877,Bailey High School,District,70,91
17878,Bailey High School,District,99,85
17879,Bailey High School,District,80,93
17880,Bailey High School,District,62,81
17881,Bailey High School,District,95,71
17882,Bailey High School,District,79,99
17883,Bailey High School,District,64,84
17884,Bailey High School,District,56,87
17885,Bailey High School,District,69,68
17886,Bailey High School,District,60,97
17887,Bailey High School,District,74,74
17888,Bailey High School,District,57,93
17889,Bailey High School,District,89,77
17890,Bailey High School,District,77,92
17891,Bailey High School,District,83,69
17892,Bailey High School,District,69,96
17893,Bailey High School,District,92,86
17894,Bailey High School,District,83,73
17895,Bailey High School,District,71,78
17896,Bailey High School,District,91,78
17897,Bailey High School,District,69,65
17898,Bailey High School,District,71,86
17899,Bailey High School,District,86,81
17900,Bailey High School,District,63,75
17901,Bailey High School,District,89,73
17902,Bailey High School,District,76,91
17903,Bailey High School,District,98,74
17904,Bailey High School,District,79,77
17905,Bailey High School,District,71,77
17906,Bailey High School,District,65,75
17907,Bailey High School,District,70,69
17908,Bailey High School,District,84,93
17909,Bailey High School,District,75,95
17910,Bailey High School,District,89,93
17911,Bailey High School,District,99,90
17912,Bailey High School,District,76,63
17913,Bailey High School,District,76,76
17914,Bailey High School,District,93,66
17915,Bailey High School,District,85,76
17916,Bailey High School,District,95,90
17917,Bailey High School,District,85,93
17918,Bailey High School,District,89,65
17919,Bailey High School,District,95,84
17920,Bailey High School,District,96,76
17921,Bailey High School,District,72,97
17922,Bailey High School,District,59,72
17923,Bailey High School,District,74,81
17924,Bailey High School,District,68,83
17925,Bailey High School,District,58,72
17926,Bailey High School,District,87,92
17927,Bailey High School,District,75,63
17928,Bailey High School,District,68,75
17929,Bailey High School,District,57,80
17930,Bailey High School,District,71,67
17931,Bailey High School,District,79,98
17932,Bailey High School,District,65,63
17933,Bailey High School,District,71,91
17934,Bailey High School,District,62,84
17935,Bailey High School,District,86,64
17936,Bailey High School,District,80,67
17937,Bailey High School,District,66,80
17938,Bailey High School,District,72,77
17939,Bailey High School,District,73,93
17940,Bailey High School,District,71,82
17941,Bailey High School,District,91,71
17942,Bailey High School,District,58,76
17943,Bailey High School,District,56,85
17944,Bailey High School,District,77,92
17945,Bailey High School,District,87,70
17946,Bailey High School,District,70,76
17947,Bailey High School,District,56,78
17948,Bailey High School,District,68,86
17949,Bailey High School,District,66,67
17950,Bailey High School,District,95,93
17951,Bailey High School,District,68,72
17952,Bailey High School,District,59,68
17953,Bailey High School,District,97,63
17954,Bailey High School,District,69,92
17955,Bailey High School,District,55,77
17956,Bailey High School,District,90,78
17957,Bailey High School,District,98,70
17958,Bailey High School,District,61,69
17959,Bailey High School,District,64,75
17960,Bailey High School,District,90,76
17961,Bailey High School,District,58,63
17962,Bailey High School,District,61,85
17963,Bailey High School,District,95,80
17964,Bailey High School,District,96,85
17965,Bailey High School,District,98,81
17966,Bailey High School,District,97,83
17967,Bailey High School,District,78,93
17968,Bailey High School,District,65,71
17969,Bailey High School,District,78,79
17970,Bailey High School,District,60,76
17971,Bailey High School,District,96,84
17972,Bailey High School,District,94,66
17973,Bailey High School,District,74,83
17974,Bailey High School,District,76,73
17975,Bailey High School,District,62,87
17976,Bailey High School,District,59,63
17977,Bailey High School,District,98,85
17978,Bailey High School,District,88,80
17979,Bailey High School,District,55,78
17980,Bailey High School,District,81,65
17981,Bailey High School,District,80,83
17982,Bailey High School,District,62,65
17983,Bailey High School,District,56,71
17984,Bailey High School,District,89,70
17985,Bailey High School,District,90,63
17986,Bailey High School,District,93,68
17987,Bailey High School,District,99,93
17988,Bailey High School,District,59,67
17989,Bailey High School,District,83,97
17990,Bailey High School,District,71,89
17991,Bailey High School,District,71,80
17992,Bailey High School,District,62,65
17993,Bailey High School,District,90,88
17994,Bailey High School,District,65,67
17995,Bailey High School,District,58,68
17996,Bailey High School,District,65,93
17997,Bailey High School,District,66,76
17998,Bailey High School,District,95,83
17999,Bailey High School,District,90,83
18000,Bailey High School,District,82,69
18001,Bailey High School,District,82,78
18002,Bailey High School,District,88,74
18003,Bailey High School,District,95,83
18004,Bailey High School,District,56,65
18005,Bailey High School,District,82,64
18006,Bailey High School,District,60,69
18007,Bailey High School,District,81,98
18008,Bailey High School,District,56,85
18009,Bailey High School,District,59,78
18010,Bailey High School,District,63,74
18011,Bailey High School,District,68,77
18012,Bailey High School,District,82,83
18013,Bailey High School,District,81,85
18014,Bailey High School,District,61,82
18015,Bailey High School,District,66,74
18016,Bailey High School,District,87,77
18017,Bailey High School,District,63,93
18018,Bailey High School,District,92,80
18019,Bailey High School,District,80,94
18020,Bailey High School,District,64,90
18021,Bailey High School,District,73,64
18022,Bailey High School,District,66,65
18023,Bailey High School,District,98,73
18024,Bailey High School,District,69,71
18025,Bailey High School,District,87,93
18026,Bailey High School,District,60,63
18027,Bailey High School,District,92,91
18028,Bailey High School,District,96,68
18029,Bailey High School,District,87,85
18030,Bailey High School,District,93,90
18031,Bailey High School,District,84,65
18032,Bailey High School,District,77,98
18033,Bailey High School,District,88,69
18034,Bailey High School,District,86,97
18035,Bailey High School,District,88,69
18036,Bailey High School,District,70,79
18037,Bailey High School,District,69,94
18038,Bailey High School,District,88,72
18039,Bailey High School,District,83,81
18040,Bailey High School,District,74,84
18041,Bailey High School,District,88,88
18042,Bailey High School,District,55,97
18043,Bailey High School,District,55,76
18044,Bailey High School,District,93,96
18045,Bailey High School,District,96,77
18046,Bailey High School,District,76,88
18047,Bailey High School,District,98,81
18048,Bailey High School,District,87,71
18049,Bailey High School,District,84,80
18050,Bailey High School,District,92,66
18051,Bailey High School,District,80,99
18052,Bailey High School,District,87,63
18053,Bailey High School,District,57,75
18054,Bailey High School,District,85,98
18055,Bailey High School,District,97,70
18056,Bailey High School,District,89,89
18057,Bailey High School,District,75,89
18058,Bailey High School,District,89,65
18059,Bailey High School,District,58,63
18060,Bailey High School,District,77,79
18061,Bailey High School,District,72,81
18062,Bailey High School,District,60,72
18063,Bailey High School,District,55,86
18064,Bailey High School,District,97,81
18065,Bailey High School,District,91,83
18066,Bailey High School,District,73,73
18067,Bailey High School,District,75,80
18068,Bailey High School,District,95,98
18069,Bailey High School,District,61,81
18070,Bailey High School,District,77,67
18071,Bailey High School,District,71,68
18072,Bailey High School,District,57,69
18073,Bailey High School,District,97,64
18074,Bailey High School,District,91,91
18075,Bailey High School,District,96,66
18076,Bailey High School,District,58,68
18077,Bailey High School,District,78,90
18078,Bailey High School,District,83,63
18079,Bailey High School,District,63,91
18080,Bailey High School,District,81,64
18081,Bailey High School,District,72,84
18082,Bailey High School,District,99,67
18083,Bailey High School,District,70,92
18084,Bailey High School,District,61,83
18085,Bailey High School,District,68,74
18086,Bailey High School,District,57,87
18087,Bailey High School,District,85,90
18088,Bailey High School,District,88,92
18089,Bailey High School,District,64,82
18090,Bailey High School,District,66,99
18091,Bailey High School,District,60,86
18092,Bailey High School,District,77,71
18093,Bailey High School,District,61,75
18094,Bailey High School,District,57,80
18095,Bailey High School,District,57,94
18096,Bailey High School,District,72,77
18097,Bailey High School,District,95,64
18098,Bailey High School,District,72,84
18099,Bailey High School,District,55,70
18100,Bailey High School,District,82,94
18101,Bailey High School,District,96,72
18102,Bailey High School,District,73,71
18103,Bailey High School,District,91,68
18104,Bailey High School,District,71,63
18105,Bailey High School,District,95,90
18106,Bailey High School,District,79,93
18107,Bailey High School,District,76,96
18108,Bailey High School,District,76,73
18109,Bailey High School,District,83,81
18110,Bailey High School,District,89,83
18111,Bailey High School,District,82,93
18112,Bailey High School,District,90,92
18113,Bailey High School,District,57,64
18114,Bailey High School,District,65,80
18115,Bailey High School,District,74,80
18116,Bailey High School,District,60,91
18117,Bailey High School,District,60,94
18118,Bailey High School,District,84,99
18119,Bailey High School,District,69,89
18120,Bailey High School,District,78,65
18121,Bailey High School,District,93,63
18122,Bailey High School,District,94,69
18123,Bailey High School,District,79,78
18124,Bailey High School,District,73,86
18125,Bailey High School,District,55,78
18126,Bailey High School,District,58,86
18127,Bailey High School,District,87,90
18128,Bailey High School,District,97,82
18129,Bailey High School,District,79,67
18130,Bailey High School,District,93,69
18131,Bailey High School,District,83,71
18132,Bailey High School,District,99,66
18133,Bailey High School,District,61,77
18134,Bailey High School,District,65,82
18135,Bailey High School,District,68,99
18136,Bailey High School,District,68,72
18137,Bailey High School,District,92,87
18138,Bailey High School,District,91,82
18139,Bailey High School,District,94,83
18140,Bailey High School,District,66,95
18141,Bailey High School,District,71,76
18142,Bailey High School,District,66,77
18143,Bailey High School,District,77,67
18144,Bailey High School,District,89,78
18145,Bailey High School,District,82,94
18146,Bailey High School,District,66,93
18147,Bailey High School,District,58,67
18148,Bailey High School,District,81,96
18149,Bailey High School,District,79,77
18150,Bailey High School,District,84,96
18151,Bailey High School,District,55,81
18152,Bailey High School,District,87,84
18153,Bailey High School,District,60,81
18154,Bailey High School,District,89,85
18155,Bailey High School,District,64,94
18156,Bailey High School,District,68,74
18157,Bailey High School,District,60,69
18158,Bailey High School,District,96,97
18159,Bailey High School,District,93,96
18160,Bailey High School,District,74,72
18161,Bailey High School,District,63,79
18162,Bailey High School,District,75,92
18163,Bailey High School,District,96,77
18164,Bailey High School,District,62,73
18165,Bailey High School,District,72,87
18166,Bailey High School,District,91,91
18167,Bailey High School,District,74,74
18168,Bailey High School,District,88,78
18169,Bailey High School,District,92,96
18170,Bailey High School,District,63,84
18171,Bailey High School,District,66,78
18172,Bailey High School,District,99,91
18173,Bailey High School,District,81,95
18174,Bailey High School,District,74,63
18175,Bailey High School,District,68,86
18176,Bailey High School,District,71,63
18177,Bailey High School,District,94,87
18178,Bailey High School,District,78,65
18179,Bailey High School,District,59,93
18180,Bailey High School,District,66,88
18181,Bailey High School,District,65,92
18182,Bailey High School,District,90,68
18183,Bailey High School,District,82,75
18184,Bailey High School,District,70,79
18185,Bailey High School,District,72,91
18186,Bailey High School,District,76,90
18187,Bailey High School,District,71,67
18188,Bailey High School,District,99,74
18189,Bailey High School,District,75,76
18190,Bailey High School,District,78,94
18191,Bailey High School,District,98,78
18192,Bailey High School,District,56,87
18193,Bailey High School,District,64,83
18194,Bailey High School,District,55,75
18195,Bailey High School,District,96,78
18196,Bailey High School,District,70,84
18197,Bailey High School,District,78,86
18198,Bailey High School,District,86,81
18199,Bailey High School,District,84,69
18200,Bailey High School,District,64,99
18201,Bailey High School,District,57,67
18202,Bailey High School,District,59,89
18203,Bailey High School,District,95,69
18204,Bailey High School,District,96,76
18205,Bailey High School,District,75,72
18206,Bailey High School,District,59,68
18207,Bailey High School,District,72,77
18208,Bailey High School,District,62,78
18209,Bailey High School,District,72,77
18210,Bailey High School,District,66,91
18211,Bailey High School,District,98,83
18212,Bailey High School,District,97,67
18213,Bailey High School,District,66,81
18214,Bailey High School,District,72,70
18215,Bailey High School,District,56,81
18216,Bailey High School,District,78,91
18217,Bailey High School,District,72,79
18218,Bailey High School,District,63,80
18219,Bailey High School,District,92,92
18220,Bailey High School,District,68,98
18221,Bailey High School,District,62,67
18222,Bailey High School,District,86,76
18223,Bailey High School,District,75,87
18224,Bailey High School,District,92,72
18225,Bailey High School,District,84,78
18226,Bailey High School,District,78,72
18227,Bailey High School,District,59,70
18228,Bailey High School,District,99,98
18229,Bailey High School,District,78,69
18230,Bailey High School,District,65,93
18231,Bailey High School,District,83,99
18232,Bailey High School,District,88,78
18233,Bailey High School,District,58,88
18234,Bailey High School,District,89,74
18235,Bailey High School,District,79,66
18236,Bailey High School,District,93,70
18237,Bailey High School,District,81,81
18238,Bailey High School,District,99,69
18239,Bailey High School,District,70,65
18240,Bailey High School,District,78,86
18241,Bailey High School,District,85,79
18242,Bailey High School,District,81,82
18243,Bailey High School,District,91,97
18244,Bailey High School,District,97,74
18245,Bailey High School,District,82,71
18246,Bailey High School,District,63,68
18247,Bailey High School,District,59,93
18248,Bailey High School,District,56,89
18249,Bailey High School,District,77,98
18250,Bailey High School,District,68,70
18251,Bailey High School,District,93,97
18252,Bailey High School,District,62,91
18253,Bailey High School,District,56,78
18254,Bailey High School,District,63,94
18255,Bailey High School,District,57,80
18256,Bailey High School,District,77,93
18257,Bailey High School,District,85,73
18258,Bailey High School,District,74,91
18259,Bailey High School,District,75,96
18260,Bailey High School,District,81,87
18261,Bailey High School,District,57,80
18262,Bailey High School,District,87,77
18263,Bailey High School,District,62,90
18264,Bailey High School,District,96,99
18265,Bailey High School,District,88,80
18266,Bailey High School,District,89,92
18267,Bailey High School,District,64,82
18268,Bailey High School,District,74,77
18269,Bailey High School,District,73,69
18270,Bailey High School,District,96,73
18271,Bailey High School,District,64,63
18272,Bailey High School,District,88,82
18273,Bailey High School,District,97,99
18274,Bailey High School,District,65,84
18275,Bailey High School,District,86,86
18276,Bailey High School,District,66,72
18277,Bailey High School,District,85,72
18278,Bailey High School,District,74,91
18279,Bailey High School,District,76,93
18280,Bailey High School,District,90,95
18281,Bailey High School,District,84,71
18282,Bailey High School,District,58,66
18283,Bailey High School,District,66,97
18284,Bailey High School,District,92,87
18285,Bailey High School,District,99,75
18286,Bailey High School,District,74,73
18287,Bailey High School,District,58,65
18288,Bailey High School,District,72,68
18289,Bailey High School,District,66,82
18290,Bailey High School,District,87,79
18291,Bailey High School,District,64,94
18292,Bailey High School,District,62,91
18293,Bailey High School,District,83,82
18294,Bailey High School,District,74,88
18295,Bailey High School,District,88,94
18296,Bailey High School,District,55,66
18297,Bailey High School,District,99,96
18298,Bailey High School,District,66,87
18299,Bailey High School,District,97,64
18300,Bailey High School,District,94,76
18301,Bailey High School,District,94,66
18302,Bailey High School,District,98,85
18303,Bailey High School,District,97,64
18304,Bailey High School,District,61,88
18305,Bailey High School,District,60,95
18306,Bailey High School,District,64,91
18307,Bailey High School,District,85,85
18308,Bailey High School,District,94,96
18309,Bailey High School,District,81,85
18310,Bailey High School,District,75,76
18311,Bailey High School,District,66,92
18312,Bailey High School,District,96,82
18313,Bailey High School,District,94,83
18314,Bailey High School,District,73,82
18315,Bailey High School,District,75,90
18316,Bailey High School,District,63,98
18317,Bailey High School,District,90,87
18318,Bailey High School,District,82,77
18319,Bailey High School,District,71,70
18320,Bailey High School,District,72,80
18321,Bailey High School,District,78,90
18322,Bailey High School,District,58,88
18323,Bailey High School,District,84,92
18324,Bailey High School,District,88,76
18325,Bailey High School,District,62,84
18326,Bailey High School,District,59,69
18327,Bailey High School,District,95,71
18328,Bailey High School,District,60,72
18329,Bailey High School,District,67,84
18330,Bailey High School,District,92,74
18331,Bailey High School,District,69,88
18332,Bailey High School,District,97,77
18333,Bailey High School,District,91,97
18334,Bailey High School,District,62,88
18335,Bailey High School,District,85,81
18336,Bailey High School,District,90,63
18337,Bailey High School,District,78,73
18338,Bailey High School,District,89,95
18339,Bailey High School,District,88,94
18340,Bailey High School,District,60,67
18341,Bailey High School,District,64,88
18342,Bailey High School,District,85,79
18343,Bailey High School,District,57,76
18344,Bailey High School,District,72,64
18345,Bailey High School,District,81,73
18346,Bailey High School,District,97,84
18347,Bailey High School,District,69,85
18348,Bailey High School,District,57,89
18349,Bailey High School,District,72,79
18350,Bailey High School,District,94,81
18351,Bailey High School,District,91,84
18352,Bailey High School,District,93,72
18353,Bailey High School,District,72,67
18354,Bailey High School,District,66,89
18355,Bailey High School,District,73,95
18356,Bailey High School,District,59,82
18357,Bailey High School,District,80,96
18358,Bailey High School,District,80,83
18359,Bailey High School,District,69,82
18360,Bailey High School,District,65,84
18361,Bailey High School,District,94,72
18362,Bailey High School,District,57,90
18363,Bailey High School,District,63,77
18364,Bailey High School,District,90,92
18365,Bailey High School,District,56,73
18366,Bailey High School,District,70,79
18367,Bailey High School,District,91,80
18368,Bailey High School,District,95,90
18369,Bailey High School,District,75,67
18370,Bailey High School,District,73,70
18371,Bailey High School,District,57,76
18372,Bailey High School,District,89,96
18373,Bailey High School,District,69,76
18374,Bailey High School,District,68,77
18375,Bailey High School,District,77,75
18376,Bailey High School,District,57,70
18377,Bailey High School,District,78,63
18378,Bailey High School,District,90,75
18379,Bailey High School,District,84,95
18380,Bailey High School,District,84,66
18381,Bailey High School,District,98,92
18382,Bailey High School,District,60,77
18383,Bailey High School,District,76,96
18384,Bailey High School,District,70,69
18385,Bailey High School,District,82,70
18386,Bailey High School,District,73,87
18387,Bailey High School,District,85,80
18388,Bailey High School,District,82,68
18389,Bailey High School,District,77,63
18390,Bailey High School,District,64,89
18391,Bailey High School,District,70,76
18392,Bailey High School,District,55,81
18393,Bailey High School,District,85,75
18394,Bailey High School,District,77,97
18395,Bailey High School,District,66,81
18396,Bailey High School,District,66,72
18397,Bailey High School,District,97,78
18398,Bailey High School,District,55,85
18399,Bailey High School,District,85,76
18400,Bailey High School,District,91,99
18401,Bailey High School,District,97,64
18402,Bailey High School,District,91,94
18403,Bailey High School,District,96,87
18404,Bailey High School,District,74,72
18405,Bailey High School,District,67,83
18406,Bailey High School,District,83,69
18407,Bailey High School,District,77,75
18408,Bailey High School,District,89,83
18409,Bailey High School,District,64,72
18410,Bailey High School,District,73,81
18411,Bailey High School,District,76,73
18412,Bailey High School,District,83,70
18413,Bailey High School,District,56,84
18414,Bailey High School,District,88,96
18415,Bailey High School,District,95,75
18416,Bailey High School,District,98,99
18417,Bailey High School,District,55,74
18418,Bailey High School,District,77,84
18419,Bailey High School,District,90,72
18420,Bailey High School,District,75,78
18421,Bailey High School,District,93,69
18422,Bailey High School,District,61,87
18423,Bailey High School,District,60,68
18424,Bailey High School,District,67,85
18425,Bailey High School,District,56,66
18426,Bailey High School,District,75,88
18427,Bailey High School,District,61,70
18428,Bailey High School,District,55,70
18429,Bailey High School,District,77,92
18430,Bailey High School,District,60,80
18431,Bailey High School,District,95,87
18432,Bailey High School,District,63,88
18433,Bailey High School,District,74,81
18434,Bailey High School,District,97,82
18435,Bailey High School,District,84,83
18436,Bailey High School,District,58,96
18437,Bailey High School,District,57,68
18438,Bailey High School,District,87,99
18439,Bailey High School,District,99,81
18440,Bailey High School,District,75,70
18441,Bailey High School,District,96,82
18442,Bailey High School,District,72,64
18443,Bailey High School,District,67,76
18444,Bailey High School,District,96,81
18445,Bailey High School,District,86,90
18446,Bailey High School,District,86,96
18447,Bailey High School,District,60,85
18448,Bailey High School,District,69,93
18449,Bailey High School,District,85,93
18450,Bailey High School,District,81,99
18451,Bailey High School,District,94,67
18452,Bailey High School,District,84,74
18453,Bailey High School,District,72,71
18454,Bailey High School,District,90,77
18455,Bailey High School,District,71,88
18456,Bailey High School,District,86,93
18457,Bailey High School,District,75,94
18458,Bailey High School,District,64,93
18459,Bailey High School,District,59,96
18460,Bailey High School,District,57,65
18461,Bailey High School,District,78,65
18462,Bailey High School,District,78,74
18463,Bailey High School,District,65,85
18464,Bailey High School,District,59,97
18465,Bailey High School,District,87,81
18466,Bailey High School,District,84,95
18467,Bailey High School,District,80,65
18468,Bailey High School,District,62,92
18469,Bailey High School,District,68,65
18470,Bailey High School,District,73,93
18471,Bailey High School,District,67,66
18472,Bailey High School,District,96,72
18473,Bailey High School,District,79,89
18474,Bailey High School,District,86,63
18475,Bailey High School,District,86,80
18476,Bailey High School,District,56,78
